Start Time,End Time,Subtitle
01:50:30:01,01:50:34:03,No leads. It's a bluff. Bane wouldn't give control of that bomb to someone else.
01:50:34:06,01:50:38:12,"We can't take that chance. Until we have the triggerman, we just track the device."
01:50:38:16,01:50:42:14,"And meanwhile, Gotham lives under a warlord, like some failed state?"
01:50:42:18,01:50:45:15,"Dial it back, officer. This situation is unprecedented."
01:50:45:19,01:50:51:01,- We can't do anything to risk millions of lives. - You gonna tell him what's really going on?
01:50:51:05,01:50:54:07,"Captain, the situation is more complicated than you think."
01:50:54:11,01:50:56:16,There's someone you need to meet.
01:50:56:24,01:51:00:21,Came upstairs looking for a vantage point. Found the people who run the corporation.
01:51:01:01,01:51:02:05,What corporation?
01:51:02:09,01:51:04:18,Wayne Enterprises. You good?
01:51:13:19,01:51:15:24,"Mr. Fox, would you like to brief the captain?"
01:51:16:04,01:51:18:19,Miss Tate's fully aware of the situation.
01:51:18:22,01:51:23:10,"And as CEO of Wayne Enterprises, I have to take responsibility for it."
01:51:23:14,01:51:25:14,#NAME?
01:51:25:18,01:51:27:06,You built the bomb?
01:51:27:10,01:51:31:14,It was built as a fusion reactor. First of its kind.
01:51:31:18,01:51:35:03,Bane turned the core into a bomb and removed it from the reactor.
01:51:35:07,01:51:38:16,- Here's the important part. - As the device's fuel cells deteriorate...
01:51:38:20,01:51:40:18,...it becomes increasingly unstable...
01:51:40:22,01:51:42:11,...to the point of detonation.
01:51:42:15,01:51:44:09,This bomb is a time bomb.
01:51:44:13,01:51:48:13,"And it will go off in 23 days, regardless of Bane's revolution..."
01:51:48:17,01:51:51:10,"...or what we, or the outside world, choose to do."
01:51:51:14,01:51:54:05,So your plan might not be as practical as you thought.
01:51:54:17,01:51:59:05,#NAME?
01:51:59:08,01:52:02:12,- Let's move from this location and call it in. - Right. Let's go.
01:52:02:16,01:52:05:21,"No, no, we'll take it from here. You stay and look after these folks."
01:52:08:12,01:52:10:05,
01:52:10:09,01:52:11:20,
01:52:13:05,01:52:14:11,Someone sold us out.
01:52:16:02,01:52:17:13,"Go, go, go!"
01:52:38:20,01:52:40:23,I'll die before I talk.
01:52:41:15,01:52:43:22,"I'm on your schedule, captain."
01:52:44:02,01:52:45:17,
01:52:50:09,01:52:52:17,There were people living upstairs.
01:52:53:05,01:52:55:08,Round them up forjudgment...
01:52:59:04,01:53:04:01,...and hang them where the world can see.
01:53:06:02,01:53:10:21,Police have cordoned off the entire Central Heights and East Park Side areas...
01:53:11:01,01:53:15:03,...as well as Merchant and South Shoreline Boulevards in an attempt...
01:53:16:15,01:53:18:15,
01:53:18:18,01:53:22:20,He says the leap to freedom is not about strength.
01:53:23:06,01:53:25:06,My body makes the jump.
01:53:25:18,01:53:29:15,Survival is the spirit. The soul.
01:53:32:13,01:53:35:12,My soul is as ready to escape as my body.
01:53:35:16,01:53:38:16,Fear is why you fail.
01:53:38:23,01:53:40:12,"No, I'm not afraid."
01:53:42:04,01:53:43:16,I'm angry.
01:53:46:05,01:53:48:04,
01:54:04:05,01:54:05:20,
01:54:12:22,01:54:14:09,Bruce.
01:54:15:14,01:54:16:16,Why do we fall?
01:54:16:24,01:54:18:22,
01:54:22:17,01:54:24:14,You do not fear death.
01:54:25:15,01:54:30:04,You think this makes you strong. It makes you weak.
01:54:30:17,01:54:31:18,Why?
01:54:31:22,01:54:34:04,How can you move faster than possible...
01:54:34:11,01:54:36:22,...fight longer than possible...
01:54:37:05,01:54:40:19,...without the most powerful impulse of the spirit?
01:54:42:01,01:54:43:16,The fear of death.
01:54:44:09,01:54:46:06,I do fear death.
01:54:48:02,01:54:50:01,I fear dying in here...
01:54:50:20,01:54:52:18,...while my city burns.
01:54:53:19,01:54:55:17,There's no one there to save it.
01:54:57:02,01:54:58:14,Then make the climb.
01:54:58:18,01:55:00:12,
01:55:03:15,01:55:04:23,How?
01:55:06:11,01:55:08:06,As the child did...
01:55:12:23,01:55:14:15,...without the rope.
01:55:17:07,01:55:19:14,Then fear will find you again.
01:55:26:14,01:55:28:20,"Ah, supplies for your journey?"
01:55:29:00,01:55:31:03,"Oh, that's wonderful. That's..."
01:55:33:15,01:55:35:09,
01:55:35:16,01:55:37:07,What does that mean?
01:55:37:20,01:55:39:02,Rise.
01:55:40:10,01:55:41:11,No.
01:56:02:02,01:56:03:18,
01:56:42:05,01:56:44:05,
01:57:11:10,01:57:13:08,"No, there's been a mistake!"
01:57:13:12,01:57:15:12,Take me to Bane!
01:57:18:02,01:57:19:18,I want to see Bane!
01:57:23:00,01:57:24:02,Order!
01:57:24:06,01:57:27:00,This is a mistake! Where is Bane?
01:57:27:04,01:57:29:07,"There's been no mistake, Mr. Stryver."
01:57:29:16,01:57:32:03,You are Philip Stryver...
01:57:32:06,01:57:35:19,...executive vice president of Daggett Industries...
01:57:35:23,01:57:39:14,...who for years has been living off the blood and sweat...
01:57:39:18,01:57:41:23,...of people less powerful than him.
01:57:42:03,01:57:45:05,Call Bane. I am one of you.
01:57:45:11,01:57:48:24,Bane has no authority here. This is merely a sentencing hearing.
01:57:49:04,01:57:51:07,"Now, the choice is yours."
01:57:51:11,01:57:53:21,Exile or death!
01:57:54:14,01:57:56:04,
01:57:58:12,01:57:59:22,Order!
01:58:00:12,01:58:01:19,Exi... Exile.
01:58:02:13,01:58:03:23,Sold.
01:58:04:03,01:58:05:21,To the man in the cold sweat.
01:58:13:06,01:58:14:17,You follow the thick ice.
01:58:14:20,01:58:16:24,"You try to swim, you're dead in minutes."
01:58:17:04,01:58:18:18,Has anyone made it?
01:58:32:04,01:58:34:14,Where are they? It's not like we have a lot of time.
01:58:35:01,01:58:36:04,How long?
01:58:36:08,01:58:38:04,The bomb goes off tomorrow.
01:58:38:14,01:58:41:14,- We have about 18 hours to do something. - To do what?
01:58:41:18,01:58:45:18,To mark the truck. Get a GPS on it so we can start to figure out how to bring it down.
01:58:52:11,01:58:53:17,That's it?
01:58:56:05,01:58:57:08,Foley.
01:58:58:21,01:59:02:19,"- Where's Foley, damn it? - You shouldn't be out on the streets."
01:59:07:12,01:59:10:10,"- Jim, he's not here. - You let your wife come to the door?"
01:59:10:14,01:59:13:15,"- When the city's under occupation? - Wait in the kitchen, honey."
01:59:13:19,01:59:16:10,"What did you do, bury your uniform in the backyard?"
01:59:16:14,01:59:18:17,You saw what they did to those Special Forces.
01:59:18:21,01:59:21:05,Have you forgotten all the years we were out on patrol?
01:59:21:09,01:59:24:12,When every gangbanger wanted to plant one as soon as our backs were turned?
01:59:24:16,01:59:28:19,That was different. These guys run the city. The government's done a deal with them.
01:59:28:23,01:59:31:12,Bane's got their balls in a vice. That's not a deal.
01:59:31:16,01:59:34:23,"You move on Bane, the triggerman is gonna hit the button."
01:59:35:03,01:59:39:03,You think he's given control of that bomb to one of the people?
01:59:39:06,01:59:41:07,You think this is part of some revolution?
01:59:41:11,01:59:44:07,There's one man with his finger on the button. That's Bane.
01:59:44:11,01:59:47:13,"Look, we've all got to keep our heads down till they can fix this."
01:59:47:17,01:59:51:08,#NAME?
01:59:51:12,01:59:53:02,...the city!
01:59:53:10,01:59:55:02,"Look, Peter."
01:59:56:01,02:00:00:15,"I'm not asking you to walk down Grand in your dress blues, but something has to be done."
02:00:00:19,02:00:02:20,#NAME?
02:00:03:00,02:00:05:04,What goods that gonna do when that thing blows?
02:00:05:08,02:00:07:19,You don't know that's gonna happen.
02:00:09:17,02:00:11:08,
02:00:11:23,02:00:14:06,"I hear you're looking for men, Commissioner."
02:00:14:10,02:00:15:16,How about me instead?
02:00:15:20,02:00:18:11,"Miss Tate, I, uh, can't ask you to do that."
02:00:19:09,02:00:20:11,Please.
02:00:22:01,02:00:24:05,You little punk! What'd you take?
02:00:24:09,02:00:26:16,Nothing! I didn't take anything!
02:00:26:20,02:00:30:03,"You steal from us, you little bastard?"
02:00:30:17,02:00:34:17,"Now, you boys know you can't come into my neighborhood without asking politely."
02:00:40:15,02:00:43:21,"Never steal anything from someone you can't outrun, kid."
02:00:50:13,02:00:52:14,You're pretty generous for a thief.
02:01:01:06,02:01:04:01,#NAME?
02:01:04:09,02:01:07:13,"- If you're expecting an apology, I... - It wouldn't suit you."
02:01:08:23,02:01:09:24,I need your help.
02:01:10:13,02:01:11:24,And why would I help you?
02:01:12:04,02:01:14:04,For this. Clean slate.
02:01:14:08,02:01:16:08,You'd trust me with that?
02:01:16:22,02:01:18:13,After what I did to you?
02:01:18:17,02:01:21:15,"I'll admit, I was a little let down."
02:01:23:06,02:01:26:09,"But I still think there's more to you. In fact, I think that for you..."
02:01:26:19,02:01:28:03,...this isn't just a tool.
02:01:28:07,02:01:31:12,It's an escape route. You want to disappear. Start fresh.
02:01:32:10,02:01:35:09,- I can't even get off this island. - I can give you a way off...
02:01:35:13,02:01:37:02,...once you get me to Lucius Fox.
02:01:37:06,02:01:40:01,Find out where they're holding him and take me in.
02:01:43:19,02:01:44:22,Why do you need Fox?
02:01:45:02,02:01:47:14,#NAME?
02:01:47:18,02:01:49:08,Maybe I like it this way.
02:01:49:12,02:01:51:03,Maybe you do...
02:01:52:12,02:01:54:20,...but tomorrow that bomb's going off.
02:01:57:10,02:01:59:03,Got your powerful friend on the case?
02:01:59:07,02:02:00:15,I'm trying...
02:02:01:11,02:02:03:02,...but I need Fox.
02:02:03:06,02:02:04:24,As it approaches...
02:02:05:19,02:02:06:23,...flip the switch.
02:02:07:03,02:02:10:16,"The needle hits 200, you give me the signal, I'll mark the truck. Okay?"
02:02:12:01,02:02:13:16,"Heads up, heads up."
02:02:29:19,02:02:32:02,- I got it. - Mercenaries on your 6.
02:02:32:06,02:02:35:09,Stand still! Keep your hands where we can see them!
02:02:37:14,02:02:39:15,"Commissioner Gordon, you are under arrest."
02:02:39:19,02:02:41:12,On whose authority?
02:02:41:16,02:02:42:21,The people of Gotham.
02:02:43:21,02:02:48:19,No lawyer? No witnesses? What sort of due process is this?
02:02:48:23,02:02:52:04,"Your guilt has been determined, this is merely a sentencing hearing."
02:02:52:14,02:02:54:04,"Now, what will it be?"
02:02:55:09,02:02:58:02,Death or exile?
02:02:58:06,02:03:03:00,"Crane, if you think we're going out onto that ice willingly..."
02:03:03:04,02:03:04:19,...you have another thing coming.
02:03:07:06,02:03:08:15,"Death, then."
02:03:08:18,02:03:10:24,#NAME?
02:03:11:04,02:03:12:16,Death...
02:03:13:24,02:03:15:17,...by exile.
02:03:15:21,02:03:17:14,
02:03:18:07,02:03:19:18,Bring her to me.
02:03:26:06,02:03:30:11,"Hey, we're going now. Blake says they're ready! Get your gear on!"
02:03:30:15,02:03:33:16,"Hey, you hear me? We're going now. Let's do it."
02:03:37:19,02:03:40:01,"Find this one a spot, got a big day tomorrow."
02:03:40:05,02:03:43:09,We all do. It's not every day you bag Bruce Wayne.
02:03:45:15,02:03:47:00,#NAME?
02:03:47:04,02:03:49:14,"Picked a hell of a time to go on vacation, Mr. Wayne."
02:03:49:17,02:03:51:10,How long until that core ignites?
02:03:51:14,02:03:55:10,- That bomb goes off in 12 hours. - Unless we can reconnect it to the reactor.
02:03:56:04,02:03:59:07,- Can you get Miranda out of here? - Not tonight. I'm sorry.
02:04:00:02,02:04:02:08,- Do what's necessary - Tonight I need you.
02:04:02:12,02:04:04:22,#NAME?
02:04:05:02,02:04:09:06,"Sorry to spoil things, boys, but Bane wants these guys to himself."
02:04:11:14,02:04:14:16,"- I won't forget about you, Miranda. - I know."
02:04:23:23,02:04:25:18,"I like your girlfriend, Mr. Wayne."
02:04:25:22,02:04:27:19,He should be so lucky.
02:04:33:13,02:04:36:07,Any move I make on Bane or the bomb...
02:04:36:11,02:04:38:08,...the triggerman sets it off.
02:04:38:12,02:04:41:07,"Well, they won't use radio or cell. Too much interference."
02:04:41:11,02:04:43:03,Infrared doesn't have the range.
02:04:43:07,02:04:46:01,It'll have to be a microburst. Longwave.
02:04:46:05,02:04:48:00,#NAME?
02:04:48:04,02:04:51:19,But I'll need the EMP cannon guidance mount from the Bat.
02:04:52:23,02:04:54:14,Remember where you parked?
02:05:08:23,02:05:10:11,She ﬂy okay?
02:05:11:11,02:05:14:05,"Yeah, even without the autopilot."
02:05:14:09,02:05:17:08,- Thanks. - Autopilot? That's what you're there for.
02:05:57:02,02:05:59:21,"Okay. It's clear. Come on, quick. One at a time."
02:06:02:08,02:06:03:10,
02:06:03:19,02:06:05:03,"Wait, wait!"
02:06:06:11,02:06:07:22,Ross!
02:06:08:02,02:06:09:11,Ross?
02:06:10:02,02:06:12:04,#NAME?
02:06:12:20,02:06:14:10,Get down!
02:06:16:01,02:06:17:07,Who are you?
02:06:46:17,02:06:47:24,Light it up.
02:07:05:23,02:07:09:03,#NAME?
02:07:19:13,02:07:21:06,Impossible.
02:07:22:01,02:07:23:19,Keep her close.
02:07:24:11,02:07:26:03,He'll come for her.
02:07:26:11,02:07:28:05,Where's Miranda Tate?
02:07:28:21,02:07:30:08,Bane took her.
02:07:30:13,02:07:33:20,"He's holed up at city hall, surrounded by his army."
02:07:34:03,02:07:36:15,This blocks the remote detonator signal to the bomb.
02:07:36:19,02:07:40:11,Get it onto it before sunrise. They might hit the button when it starts.
02:07:41:09,02:07:42:13,When what starts?
02:07:43:01,02:07:44:06,War.
02:07:58:01,02:07:59:06,
02:08:20:03,02:08:21:06,You missed a spot.
02:08:24:20,02:08:29:17,"- If you're working alone, wear a mask. - I'm not afraid to be seen standing up to them."
02:08:29:21,02:08:33:02,The mask is not for you. It's to protect the people you care about.
02:08:34:19,02:08:36:19,"Count to five, then throw."
02:08:36:22,02:08:38:19,
02:08:47:04,02:08:49:20,"No offense, but you got something bigger in that belt?"
02:09:00:06,02:09:03:09,#NAME?
02:09:03:13,02:09:05:19,But you need to get people across the bridge.
02:09:05:23,02:09:08:05,#NAME?
02:09:08:09,02:09:11:02,Lead an exodus. Save as many lives as you can.
02:09:11:06,02:09:12:13,You don't need me here?
02:09:12:17,02:09:14:06,You've given me an army.
02:09:14:10,02:09:15:14,Now go.
02:09:16:08,02:09:17:11,"Hey, thanks."
02:09:17:14,02:09:18:23,Don't thank me yet.
02:09:19:02,02:09:21:04,"Well, I might not get a chance later."
02:09:34:24,02:09:36:17,You shouldn't have.
02:09:37:16,02:09:39:20,The midtown tunnel's blocked by debris...
02:09:39:24,02:09:43:09,...but the cannons have enough firepower to make a path for people.
02:09:43:13,02:09:45:09,Wait until the fighting begins.
02:09:45:13,02:09:48:06,You're gonna wage a war to save your stuck-up girlfriend?
02:09:48:10,02:09:49:11,"To start it, throttle..."
02:09:49:15,02:09:51:02,
02:09:51:06,02:09:54:10,- I got it. - We have 45 minutes to save this city.
02:09:54:14,02:09:57:08,"No, I've got 45 minutes to get clear of the blast radius."
02:09:57:12,02:10:00:19,"- You don't stand a chance against these guys. - With your help, I might."
02:10:00:23,02:10:03:08,"I'll open that tunnel, then I'm gone."
02:10:04:10,02:10:06:01,There's more to you than that.
02:10:09:17,02:10:11:19,Sorry to keep letting you down.
02:10:15:11,02:10:16:24,Come with me.
02:10:18:07,02:10:19:21,Save yourself.
02:10:22:03,02:10:24:20,You don't owe these people any more.
02:10:24:24,02:10:27:03,You've given them everything.
02:10:27:07,02:10:28:18,Not everything.
02:10:29:04,02:10:30:10,Not yet.
02:11:10:11,02:11:12:03,Disperse!
02:11:12:07,02:11:14:12,Disperse or be fired upon!
02:11:15:22,02:11:18:07,There's only one police in this town.
02:11:18:23,02:11:20:20,
02:11:57:07,02:11:58:23,Open fire.
02:12:08:09,02:12:10:18,
02:12:50:04,02:12:51:22,- Here it comes! - Get ready!
02:13:21:18,02:13:25:21,So you came back to die with your city.
02:13:26:04,02:13:29:24,No. I came back to stop you.
02:13:41:01,02:13:42:02,Now!
02:13:55:00,02:13:56:15,That's impossible.
02:13:58:12,02:14:00:03,Cut over to Fifth!
02:14:14:04,02:14:16:05,Here you go. Get on the bus. Go ahead.
02:14:16:09,02:14:18:23,"You, come with me. You too."
02:14:19:04,02:14:22:05,"Hey, you, you, and you, come here, come here."
02:14:22:09,02:14:24:05,"Everyone else get on the bus, okay?"
02:14:24:09,02:14:27:01,"You guys, you go knock on doors and spread the word, okay?"
02:14:27:05,02:14:31:02,The bomb is gonna go off. Get out by the South Street tunnel or over the bridge.
02:14:31:06,02:14:33:23,"You do two blocks and you get back to the bus, all right?"
02:14:34:03,02:14:35:24,"Go, go, go!"
02:14:36:04,02:14:37:13,Is he back?
02:14:38:22,02:14:40:06,"Keep your eyes open. Go, go."
02:15:23:07,02:15:25:22,
02:15:44:14,02:15:46:02,
02:16:02:21,02:16:04:10,Cover the doors!
02:16:07:14,02:16:09:03,Where's your trigger?!
02:16:09:11,02:16:11:02,Where is it?!
02:16:12:00,02:16:14:21,You'd never give it to an ordinary citizen!
02:16:15:00,02:16:17:15,Where is it? Where's your trigger?
02:16:17:19,02:16:18:21,
02:16:19:00,02:16:21:18,Where is it?! Where is it?!
02:16:29:13,02:16:31:16,Tell me where the trigger is.
02:16:32:04,02:16:35:18,Then you have my permission to die.
02:16:47:21,02:16:49:14,I broke you.
02:16:50:21,02:16:52:18,How have you come back?
02:16:52:22,02:16:57:10,You think you're the only one who could learn the strength to escape?
02:16:57:14,02:16:58:21,Where's the trigger?
02:16:59:13,02:17:01:22,But I never escaped.
02:17:02:18,02:17:04:08,But the child.
02:17:06:03,02:17:08:04,The child of Ra's Al Ghul made the climb.
02:17:08:08,02:17:10:17,But he's not the child of Ra's Al Ghul.
02:17:10:21,02:17:13:06,
02:17:14:15,02:17:15:23,I am.
02:17:16:10,02:17:18:20,And though I'm not ordinary...
02:17:20:04,02:17:21:21,...I am a citizen.
02:17:41:11,02:17:42:16,Miranda?
02:17:45:13,02:17:46:14,Why?
02:17:47:08,02:17:48:16,Talia.
02:17:49:12,02:17:52:13,"My mother named me Talia, before she was killed..."
02:17:53:09,02:17:56:19,"...the way I would have been killed, if not for my protector..."
02:17:57:06,02:17:58:07,...Bane.
02:18:06:06,02:18:07:10,Goodbye.
02:18:09:16,02:18:11:19,I climbed out of the pit.
02:18:17:18,02:18:19:13,I found my father...
02:18:22:12,02:18:25:15,...and brought him back to exact terrible vengeance.
02:18:26:12,02:18:28:07,But by that time...
02:18:29:10,02:18:33:04,...the prisoners and doctor had done their work to my friend.
02:18:33:08,02:18:34:13,My protector.
02:18:38:13,02:18:40:01,The League took us in.
02:18:40:10,02:18:41:23,Trained us.
02:18:42:08,02:18:45:03,But my father could not accept Bane.
02:18:45:16,02:18:47:10,He saw only a monster.
02:18:47:14,02:18:53:11,His very existence was a reminder of the hell he'd left his wife to die in.
02:18:53:21,02:18:57:00,He excommunicated Bane from the League of Shadows.
02:18:57:04,02:19:01:17,His only crime was that he loved me.
02:19:03:12,02:19:06:11,I could not forgive my father.
02:19:11:02,02:19:12:18,Until you murdered him.
02:19:16:09,02:19:17:23,
02:19:30:14,02:19:36:01,He was trying to kill millions of innocent people.
02:19:36:08,02:19:39:23,"Innocent is a strong word to throw around Gotham, Bruce."
02:19:42:14,02:19:45:15,I honor my father by finishing his work.
02:19:57:20,02:20:02:17,Vengeance against the man who killed him is simply a reward for my patience.
02:20:04:05,02:20:05:07,You see...
02:20:06:20,02:20:08:04,...it's the slow knife...
02:20:08:08,02:20:10:23,...the knife that takes its time.
02:20:14:18,02:20:15:23,The knife...
02:20:16:19,02:20:20:09,...that waits years without forgetting...
02:20:20:16,02:20:23:23,...then slips quietly between the bones.
02:20:25:00,02:20:26:07,That's the knife...
02:20:27:15,02:20:28:24,...that cuts deepest.
02:20:29:03,02:20:30:06,Please.
02:20:30:15,02:20:32:12,
02:20:37:24,02:20:39:24,Maybe your knife...
02:20:40:24,02:20:42:10,...was too slow.
02:20:42:14,02:20:43:24,The truck is under attack.
02:20:44:04,02:20:47:22,Gordon. You gave him a way to block my signal.
02:20:48:02,02:20:49:03,No matter.
02:20:49:07,02:20:51:02,
02:20:51:16,02:20:53:18,He's bought Gotham 11 minutes.
02:20:54:00,02:20:55:23,
02:20:58:03,02:20:59:15,Come on!
02:21:00:06,02:21:01:16,This Way!
02:21:07:06,02:21:09:16,Stay there! What are you doing?
02:21:10:03,02:21:13:12,"Blake, MCU! I'm getting these boys to safety!"
02:21:13:16,02:21:14:24,You'll get us all killed!
02:21:15:04,02:21:18:04,"If anyone crosses this bridge, they'll blow the city!"
02:21:18:08,02:21:21:17,"It's gonna blow anyway! We need to open this bridge, now!"
02:21:21:21,02:21:25:01,"Detective, if you take one step forward we will shoot you!"
02:21:25:05,02:21:28:19,"If you take two steps forward, we will blow the bridge!"
02:21:30:21,02:21:34:04,"Okay, go back by the bus and wait for me, all right? Go back and wait."
02:21:37:10,02:21:41:09,Prepare a convoy. We must secure the bomb until it detonates.
02:21:42:17,02:21:46:11,"Don't kill him, I want him to feel the heat."
02:21:47:04,02:21:52:01,Feel the fire of 12 million souls you failed.
02:21:57:24,02:21:59:13,"Goodbye, my friend."
02:22:07:15,02:22:08:24,Goodbye.
02:22:09:13,02:22:13:01,Keep moving forward! Flank them at the stairs!
02:22:21:06,02:22:23:00,Shoot them.
02:22:23:16,02:22:25:03,Shoot them all.
02:22:25:07,02:22:26:16,
02:22:34:08,02:22:37:24,We both know that I have to kill you now.
02:22:40:22,02:22:43:03,You'll just have to imagine the fire.
02:22:47:08,02:22:49:03,
02:22:50:23,02:22:53:00,About the whole no-guns thing...
02:22:53:23,02:22:57:00,...I'm not sure I feel as strongly about it as you do.
02:23:10:09,02:23:12:00,Pull up.
02:23:14:17,02:23:16:04,Stay level.
02:23:28:13,02:23:31:20,We have to force that convoy east to the entrance to the reactor.
02:23:33:16,02:23:36:16,"I need you on the ground, I'll be in the air. Go."
02:23:36:22,02:23:40:04,The situation has changed. Your orders are out of date.
02:23:40:21,02:23:44:08,"I'm a cop, like you, and I'm walking out there."
02:23:45:04,02:23:47:06,Please do not shoot me!
02:23:49:05,02:23:50:08,Shoot at his feet.
02:24:00:09,02:24:02:17,Nothing like a little air superiority.
02:24:02:21,02:24:04:23,Detective! Please stop!
02:24:05:13,02:24:08:15,"Please, detective! Stop!"
02:24:08:19,02:24:10:15,Stop walking!
02:24:11:12,02:24:14:05,Blow it! Do it!
02:24:25:12,02:24:27:21,You have to get that bomb here. You've got 10 minutes.
02:24:38:20,02:24:41:04,They're pushing us to the entrance of the reactor.
02:24:41:07,02:24:43:19,They're gonna try to reconnect the core.
02:24:45:02,02:24:46:15,You idiots!
02:24:46:22,02:24:48:17,You sons of bitches!
02:24:48:21,02:24:50:15,You're killing us!
02:24:50:19,02:24:52:10,"Yeah, follow your orders!"
02:24:52:19,02:24:55:02,"All right, boys. Get in a circle. Bow your heads."
02:24:57:24,02:24:59:19,It's on my side.
02:25:36:09,02:25:38:01,
02:25:44:14,02:25:46:01,
02:25:47:18,02:25:50:21,"Hey, Father! Let's get everyone back on the bus, okay? Go, go, go!"
02:25:51:01,02:25:54:05,- Back on the bus! - There's nowhere to go.
02:25:54:18,02:25:55:19,On the bus!
02:26:52:17,02:26:54:20,You've got to turn the truck east!
02:26:59:18,02:27:01:12,Stay straight!
02:27:13:01,02:27:14:09,
02:27:33:06,02:27:36:15,Give me a hand! We can get a cable on it!
02:27:43:09,02:27:46:05,Fox showed me how to override the reactor.
02:27:49:23,02:27:51:05,"Oh, dear."
02:27:51:14,02:27:53:16,
02:27:54:22,02:27:58:06,Including the emergency flood.
02:28:14:16,02:28:16:14,There's no way...
02:28:17:12,02:28:18:18,...this bomb...
02:28:19:15,02:28:21:04,...will be stopped.
02:28:22:09,02:28:23:12,What are you doing?
02:28:23:16,02:28:26:01,Protection from the blast. We're gonna be all right!
02:28:26:05,02:28:27:12,It's an atom bomb!
02:28:27:16,02:28:30:08,Think they need to hear that? Let them die without hope? Come on!
02:28:31:06,02:28:32:22,Prepare yourselves.
02:28:34:15,02:28:36:16,My father's work...
02:28:37:22,02:28:39:14,...is done.
02:28:45:09,02:28:48:08,- What are you doing? - I can get it out over the bay!
02:28:48:18,02:28:50:24,"Set it to fly out over the water, then eject?"
02:28:51:03,02:28:52:19,No autopilot.
02:28:54:10,02:28:57:19,"You could've gone anywhere, been anything. But you came back here."
02:28:57:23,02:28:59:02,So did you.
02:28:59:13,02:29:01:14,I guess we're both suckers.
02:29:09:06,02:29:12:02,#NAME?
02:29:12:06,02:29:14:20,Shouldn't the people know the hero who saved them?
02:29:15:00,02:29:16:04,A hero can be anyone.
02:29:16:08,02:29:19:06,Even a man doing something as simple and reassuring...
02:29:19:10,02:29:23:07,...as putting a coat around a young boy's shoulders to let him know...
02:29:23:11,02:29:25:06,...the world hadn't ended.
02:29:42:24,02:29:44:11,Bruce Wayne?
02:29:57:13,02:30:00:16,"Come on! There you go! Okay, you too. Come on, Father."
02:30:19:23,02:30:21:20,"Hey, heads down! This is it!"
02:30:22:04,02:30:25:02,"- No. - No, that's Batman!"
02:31:04:22,02:31:06:24,
02:31:13:07,02:31:14:14,That's detonation!
02:31:22:01,02:31:23:23,It's out over the bay! Clear of the city!
02:31:24:04,02:31:26:14,
02:31:43:20,02:31:46:16,"""I see a beautiful city..."
02:31:46:20,02:31:48:23,...and a brilliant people...
02:31:49:05,02:31:51:05,...rising from this abyss.
02:31:52:10,02:31:56:10,I see the lives for which I lay down my life...
02:31:56:20,02:31:58:01,...peaceful...
02:31:58:19,02:32:02:01,"...useful, prosperous and happy."
02:32:04:12,02:32:08:03,I see that I hold a sanctuary in their hearts...
02:32:09:23,02:32:13:03,...and in the hearts of their descendants...
02:32:13:23,02:32:15:17,...generations hence.
02:32:18:09,02:32:22:15,"It is a far, far better thing that I do..."
02:32:23:12,02:32:25:11,...than I have ever done.
02:32:26:12,02:32:30:24,"It is a far, far better rest that I go to..."
02:32:33:22,02:32:35:15,"...than I have ever known."""
02:32:51:00,02:32:53:04,
02:32:53:23,02:32:55:09,I'm so sorry.
02:32:55:18,02:32:57:12,I failed you.
02:32:59:12,02:33:01:03,You trusted me...
02:33:02:18,02:33:03:21,...and I failed you.
02:33:07:24,02:33:09:19,Can I change your mind...
02:33:12:03,02:33:14:01,...about quitting the force?
02:33:14:23,02:33:18:19,You know what you said about structures becoming shackles?
02:33:19:04,02:33:22:17,"You were right, and I can't take it. The injustice."
02:33:22:22,02:33:27:05,"I mean, no one's ever gonna know who saved an entire city."
02:33:27:10,02:33:28:12,They know.
02:33:30:10,02:33:32:03,It was the Batman.
02:33:50:05,02:33:53:19,Mr. Wayne's will was not amended to reflect his more modest estate.
02:33:53:23,02:33:57:19,"Nonetheless, there are considerable assets to dispose of."
02:33:57:23,02:34:01:10,The contents of the house are to be sold to settle the estate's accounts...
02:34:01:14,02:34:05:22,...and the remainder is left in its entirety to Alfred J. Pennyworth.
02:34:07:09,02:34:12:06,The house and grounds are left to the city of Gotham on condition that...
02:34:12:10,02:34:16:04,"...they never be demolished, altered or otherwise interfered with..."
02:34:16:07,02:34:20:02,"...and that they shall be used for one purpose, and one purpose only:"
02:34:21:18,02:34:26:01,The housing and care of the city's at-risk and orphaned children.
02:34:26:15,02:34:31:02,My clerk can help with the smaller correspondences and instructions.
02:34:31:06,02:34:32:16,"Blake, John."
02:34:32:23,02:34:36:05,#NAME?
02:34:39:15,02:34:42:10,You should use your full name. I like that name.
02:34:42:14,02:34:44:11,#NAME?
02:34:44:15,02:34:46:19,Why worry about the stabilization software?
02:34:46:23,02:34:48:23,This entire autopilot system's completely obsolete.
02:34:49:03,02:34:52:22,"Please, I just need to know what I could've done to fix it."
02:34:53:02,02:34:57:05,"But, Mr. Fox, it's already been fixed. Software patch. Six months ago."
02:34:57:09,02:34:58:23,Check the ID on the patch.
02:35:02:01,02:35:03:16,Bruce Wayne.
02:35:04:12,02:35:06:20,#NAME?
02:35:06:23,02:35:08:10,They better leave no stone unturned.
02:35:08:14,02:35:11:24,We can't leave a string of pearls on the manifest as lost.
